Time_s,Strain_microstrain,Temperature_C,Bragg_Wavelength_nm,Residual_nm,Damage_Class_4,Damage_Severity
42,203.880226529785,1.0422994992305,1550.35491427704,0.0936406705148992,0,0
43,208.435401214605,1.06673714150391,1550.35648058913,0.0893531895477939,0,0
44,212.969732533,1.09114811540435,1550.36040505859,0.0874494438150957,0,0
45,217.482767055615,1.11553181065873,1550.37061250656,0.0918548112899551,0,0
46,221.97405348276,1.13988761767594,1550.38201606027,0.0974829734667815,0,0
47,226.443142689534,1.16421492756208,1550.38229042219,0.0920091844642194,0,0
48,230.889587770741,1.18851313213567,1550.39157428635,0.0955726872433967,0,0
49,235.312944085579,1.21278162394286,1550.41156006184,0.109866437055669,0,0
50,239.712769302102,1.23701979627261,1550.40498716625,0.097630394900405,0,0
51,244.088623441454,1.26122704317189,1550.41972220257,0.106731704292192,0,0
52,248.440068921868,1.28540275946078,1550.42668507584,0.108090807879192,0,0
53,252.766670602423,1.30954634074762,1550.43811240016,0.11394485442223,0,0
54,257.067995826557,1.33365718344416,1550.44033985994,0.110630059986054,0,0
55,261.34361446533,1.35773468478056,1550.43289451429,0.0976740122367018,0,0
56,265.593098960442,1.38177824282057,1550.44843648686,0.107737360287174,0,0
57,269.816024366985,1.40578725647647,1550.46270382829,0.11655867706386,0,0
58,274.011968395937,1.42976112552418,1550.46884693151,0.117288874556899,0,0
59,278.180511456392,1.45369925061821,1550.48474956495,0.127812236975141,0,0
60,282.321236697518,1.4776010333067,1550.48931402637,0.127031574544478,0,0
61,286.433730050241,1.50146587604631,1550.49207708808,0.124484168659603,0,0
62,290.517580268653,1.52529318221722,1550.49728237791,0.124414152811362,0,0
63,294.572378971135,1.54908235613801,1550.49636547737,0.11825761067524,0,0
64,298.597720681196,1.57283280308059,1550.5206271437,0.137315798165659,0,0
65,302.59320286802,1.596543929285,1550.51914829965,0.130670133108988,0,0
66,306.558425986717,1.62021514197434,1550.5178778254,0.124269987130984,0,0
67,310.49299351828,1.64384584936952,1550.5348662849,0.136166411981065,0,0
68,314.396512009234,1.66743546070407,1550.54026855754,0.136514771099945,0,0
69,318.268591110984,1.69098338623896,1550.54391736803,0.135148269500713,0,0
70,322.108843618846,1.71448903727726,1550.55621064349,0.142465310783583,0,0
71,325.916885510768,1.73795182617892,1550.55714445029,0.138462433932417,0,0
72,329.692335985737,1.76137116637545,1550.56083855559,0.137259874820032,0,0
73,333.434817501849,1.78474647238456,1550.56566335355,0.137228492345262,0,0
74,337.143955814073,1.80807715982481,1550.57943105213,0.146180955226819,0,0
75,340.819380011667,1.83136264543024,1550.58488846112,0.146864529971751,0,0
76,344.460722555276,1.85460234706491,1550.59695666262,0.154200751263485,0,0
77,348.067619313678,1.87779568373751,1550.59393238339,0.146486794355409,0,0
78,351.639709600205,1.90094207561581,1550.60705134267,0.154958822778262,0,0
79,355.176636208804,1.92404094404123,1550.60717063657,0.150474372702051,0,0
80,358.678045449761,1.94709171154325,1550.63030508926,0.169048704113259,0,0
81,362.143587185071,1.9700938018539,1550.62718758941,0.16141513716123,0,0
82,365.572914863448,1.99304663992211,1550.64037508297,0.170131044925972,0,0
83,368.965685554981,2.01594965192813,1550.6431454355,0.168474715722304,0,0
84,372.32155998543,2.03880226529785,1550.65159505342,0.172542974271845,0,0
85,375.640202570146,2.06160390871712,1550.64761660817,0.1642289058262,0,0
86,378.921281447638,2.08435401214605,1550.66596495763,0.178287777587176,0,0
87,382.164468512753,2.10705200683324,1550.6731827696,0.181262662083532,0,0
88,385.369439449485,2.12969732533,1550.66173202719,0.165615942574144,0,0
89,388.535873763412,2.15228940150454,1550.6773822758,0.177117559979745,0,0
90,391.663454813742,2.17482767055615,1550.68110519935,0.176739589042615,0,0
91,394.751869844975,2.19731156902927,1550.69120105099,0.182782669018411,0,0
92,397.800810018183,2.2197405348276,1550.69217152048,0.179748871028363,0,0
93,400.809970441889,2.24211400722817,1550.70377326577,0.187395229593499,0,0
94,403.779050202557,2.26443142689534,1550.71126963906,0.190985468652348,0,0
95,406.707752394687,2.28669223589478,1550.71536426882,0.191223583539043,0,0
96,409.595784150499,2.30889587770741,1550.71935548627,0.1914082674447,0,0
97,412.442856669225,2.33104179724336,1550.71925637459,0.187552960590384,0,0
98,415.248685245985,2.35312944085579,1550.73169673697,0.196287818208621,0,0
99,418.01298930026,2.37515825635475,1550.7344587216,0.195395335563682,0,0
100,420.735492403948,2.39712769302102,1550.73627133936,0.193604865541148,0,0
101,423.415922309008,2.4190372016198,1550.74793670903,0.201718863842634,0,0
102,426.054010974681,2.44088623441454,1550.75266876687,0.202951598584022,0,0
103,428.649494594302,2.46267424518054,1550.76012462424,0.206960507792503,0,0
104,431.202113621669,2.48440068921868,1550.76952002959,0.212961661444979,0,0
105,433.711612797009,2.50606502336899,1550.77278082803,0.212881220968921,0,0
106,436.177741172493,2.52766670602423,1550.78171644099,0.218528918857627,0,0
107,438.600252137341,2.54920519714348,1550.77677527838,0.210353470840611,0,0
108,440.978903442474,2.57067995826557,1550.78127928933,0.211677126562096,0,0
109,443.313457224744,2.59209045252259,1550.79025368767,0.217525395042991,0,0
110,445.603680030718,2.6134361446533,1550.80271597686,0.226916069577859,0,0
111,447.849342840024,2.63471650101651,1550.80733512914,0.228518406867532,0,0
112,450.050221088253,2.65593098960442,1550.80514939765,0.223370939097256,0,0
113,452.206094689413,2.67707908005592,1550.80770047361,0.223015631075296,0,0
114,454.316748057942,2.69816024366985,1550.80793237443,0.220396768371848,0,0
115,456.381970130261,2.71917395341821,1550.82368969449,0.233359208003345,0,0
116,458.401554385883,2.74011968395937,1550.82518344812,0.232114221450241,0,0
117,460.375298868068,2.76099691165114,1550.8238626321,0.228111057068659,0,0
118,462.30300620401,2.78180511456392,1550.83270439472,0.234327109179499,0,0
119,464.184483624583,2.80254377249372,1550.82979884171,0.228852723957009,0,0
120,466.019542983613,2.82321236697518,1550.84560778485,0.24214994798479,0,0
121,467.808000776693,2.8438103812945,1550.84704224636,0.241130032688408,0,0
122,469.549678159534,2.86433730050241,1550.86046523676,0.252156212096313,0,0
123,471.244400965849,2.88479261142698,1550.84985091187,0.239202859892943,0,0
124,472.891999724769,2.90517580268653,1550.8657816169,0.252852533409987,0,0
125,474.492309677793,2.92548636470231,1550.86587011182,0.250718199052295,0,0
126,476.045170795258,2.94572378971135,1550.86972935709,0.252413017955706,0,0
127,477.550427792346,2.96588757177906,1550.87700548776,0.257583320072784,0,0
128,479.007930144612,2.98597720681196,1550.88343662859,0.261967419310127,0,0
129,480.417532103036,3.00599219257021,1550.87610197099,0.252644690406154,0,0
130,481.779092708596,3.0259320286802,1550.89198071513,0.266594511046497,0,0
131,483.092475806367,3.04579621664707,1550.88320579239,0.255949984294001,0,0
132,484.357550059133,3.06558425986717,1550.88769535228,0.258629425491311,0,0
133,485.574188960522,3.08529566364043,1550.89345359979,0.262637199590728,0,0
134,486.74227084766,3.1049299351828,1550.90418938517,0.271682310907892,0,0
135,487.86167891333,3.1244865836385,1550.89878799731,0.264650196536112,0,0
136,488.932301217658,3.14396512009234,1550.90938201309,0.27367357559777,0,0
137,489.954030699307,3.16336505758193,1550.91327826102,0.276059412976311,0,0
138,490.92676518618,3.18268591110984,1550.91543950298,0.276770600937724,0,0
139,491.850407405638,3.20192719765573,1550.92083132852,0.280772853488339,0,0
140,492.72486499423,3.22108843618846,1550.91552322008,0.274135771557765,0,0
141,493.550050506925,3.24016914767804,1550.92969364343,0.287037933429788,0,0
142,494.32588142586,3.25916885510768,1550.92843075433,0.284567601400642,0,0
143,495.052280168589,3.2780870834857,1550.93465993112,0.289650254337272,0,0
144,495.729174095843,3.29692335985737,1550.92917762813,0.28308244109734,0,0
145,496.356495518794,3.31567721331675,1550.93737975294,0.290260157783446,0,0
146,496.934181705822,3.33434817501849,1550.94447081554,0.296387996863062,0,0
147,497.46217488879,3.35293577818952,1550.94805548632,0.299070705204729,0,0
148,497.94042226882,3.37143955814073,1550.94540367,0.29557825794596,0,0
149,498.368876021572,3.38985905227857,1550.93933698924,0.288732342118319,0,0
150,498.747493302027,3.40819380011667,1550.94583832442,0.29451589645068,0,0
151,499.076236248774,3.42644334328727,1550.95507184048,0.303093138137646,0,0
152,499.355071987792,3.44460722555276,1550.96054465326,0.307971229253523,0,0
153,499.583972635738,3.46268499281701,1550.9614221738,0.308315620974686,0,0
154,499.76291530274,3.48067619313678,1550.95851490459,0.304936849878906,0,0
155,499.891882094678,3.49858037673302,1550.9752099007,0.321221999053366,0,0
156,499.970860114983,3.51639709600205,1550.96669780973,0.312361738041693,0,0
157,499.999841465917,3.53412590552683,1550.97295012097,0.318327571981561,0,0
158,499.97882324937,3.55176636208804,1550.96876884141,0.313921517667167,0,0
159,499.907807567145,3.56931802467518,1550.9674357017,0.312425309470359,0,0
160,499.786801520753,3.58678045449761,1550.97853801897,0.32342626213963,0,0
161,499.615817210695,3.60415321499549,1550.98233979206,0.327188366076384,0,0
162,499.394871735262,3.62143587185071,1550.98824047182,0.333111057642246,0,0
163,499.123987188816,3.63862799299775,1550.97840079956,0.323355057534646,0,0
164,498.803190659587,3.65572914863448,1550.97476060249,0.319860166334891,0,0
165,498.432514226959,3.67273891123289,1550.99278004147,0.338086512158584,0,0
166,498.011994958268,3.68965685554981,1550.98774574397,0.333320683709725,0,0
167,497.54167490509,3.70648255863752,1550.98245934292,0.328364269071661,0,0
168,497.021601099038,3.7232155998543,1550.98690774168,0.333204120704716,0,0
169,496.451825547059,3.739855560875,1550.9872065328,0.333955774217393,0,0
170,495.832405226234,3.75640202570146,1550.99854157108,0.345805021428083,0,0
171,495.163402078079,3.77285458067293,1550.99712158955,0.344960526345699,0,0
172,494.444883002351,3.78921281447639,1550.99673811261,0.345213738322435,0,0
173,493.676919850358,3.80547631815683,1550.9980289514,0.347202387423488,0,0
174,492.859589417777,3.82164468512753,1550.99396021736,0.34389249800582,0,0
175,491.992973436968,3.83771751118014,1551.00421349412,0.354965560631028,0,0
176,491.077158568809,3.85369439449485,1551.00209927908,0.353731973622664,0,0
177,490.112236394023,3.86957493565041,1551.00012027269,0.352694332363187,0,0
178,489.098303404022,3.88535873763412,1551.00150038459,0.355076435474584,0,0
179,488.035460991262,3.90104540585175,1551.00285277381,0.357491325001978,0,0
180,486.923815439098,3.91663454813742,1550.99980334663,0.355564784280922,0,0
181,485.763477911158,3.93212577476337,1551.00876230408,0.36570688548648,0,0
182,484.554564440228,3.94751869844975,1551.0127731917,0.370961039354462,0,0
183,483.297195916649,3.96281293437427,1551.01887840575,0.378369501446913,0,0
184,481.991498076224,3.97800810018183,1551.00966541727,0.370519596213494,0,0
185,480.63760148765,3.99310381599407,1551.0036106523,0.365887597230919,0,0
186,479.235641539457,4.00809970441889,1551.00924567403,0.373004909353331,0,0
187,477.785758426472,4.02299539055985,1551.00366385143,0.3689647373624,0,0
188,476.288097135798,4.03779050202557,1551.00603241543,0.372934142198937,0,0
189,474.742807432315,4.05248466893905,1551.00614360105,0.374705183045796,0,0
190,473.150043843707,4.06707752394687,1551.00555358335,0.375833853362327,0,0
191,471.509965645005,4.08156870222842,1551.01183329307,0.383890896484461,0,0
192,469.822736842662,4.09595784150499,1551.00452989795,0.378423287019871,0,0
193,468.088526158153,4.11024458204886,1551.01354877867,0.389336206758723,0,0
194,466.3075070111,4.12442856669225,1551.01423714814,0.391976664018284,0,0
195,464.479857501935,4.13850944083629,1551.01543801714,0.395187459271681,0,0
196,462.605760394084,4.15248685245985,1551.01008085314,0.391897844036957,0,0
197,460.685403095698,4.16636045212838,1551.01315282488,0.397094765429446,0,0
198,458.718977640905,4.1801298930026,1551.01889125373,0.405015317553404,0,0
199,456.706680670613,4.19379483084722,1551.00990183868,0.39826496655637,0,0
200,454.648713412841,4.20735492403948,1551.00845165529,0.399110549565754,0,0
201,452.5452816626,4.22080983357778,1551.0178512938,0.41086241280981,0,0
202,450.396595761314,4.23415922309008,1550.99603642939,0.391455981934435,0,0
203,448.20287057578,4.24740275884232,1551.00583311423,0.403717054073168,0,0
204,445.96432547669,4.26054010974681,1551.01974786729,0.420151887684776,0,0
205,443.681184316688,4.27357094737047,1551.00466320137,0.407642729570664,0,0
206,441.353675407987,4.28649494594302,1551.00358816568,0.409198357544192,0,0
207,438.982031499539,4.29931178236517,1550.99957192857,0.407867663131169,0,0
208,436.566489753758,4.31202113621669,1551.00892887769,0.419964751818002,0,0
209,434.107291722806,4.32462268976439,1550.99361997483,0.407450297840874,0,0
210,431.604683324437,4.33711612797009,1550.99932423599,0.416003024369938,0,0
211,429.058914817404,4.34950113849847,1551.00525390338,0.424834875464573,0,0
212,426.470240776438,4.36177741172493,1551.00145621475,0.423992785505773,0,0
213,423.838920066785,4.37394464074327,1551.00357434756,0.42911962333122,0,0
214,421.165215818323,4.38600252137341,1551.00002543084,0.428632204155188,0,0
215,418.449395399249,4.39795075216894,1551.00168359455,0.433404338971016,0,0
216,415.691730389342,4.40978903442474,1550.99067605545,0.425562920430687,0,0
217,412.892496552804,4.42151707218435,1550.99698561847,0.43509042426255,0,0
218,410.051973810687,4.43313457224744,1550.98679293204,0.428167164631474,0,0
219,407.170446212898,4.44464124417711,1550.99722160357,0.441916409654182,0,0
220,404.248201909795,4.45603680030718,1550.99038096849,0.438447150456398,0,0
221,401.285533123374,4.46732095574932,1550.99378861106,0.445276622057764,0,0
222,398.282736118043,4.47849342840024,1550.98635272422,0.441312663201563,0,0
223,395.240111171002,4.4895539389487,1550.98916161016,0.44764321701636,0,0
224,392.15796254221,4.50050221088253,1550.99121770918,0.45327035985722,0,0
225,389.036598443961,4.51133797049548,1550.97442880169,0.440101503404087,0,0
226,385.876331010063,4.52206094689413,1550.97332167265,0.442663059077049,0,0
227,382.677476264627,4.53267087200464,1550.97177989509,0.444838221644855,0,0
228,379.440354090461,4.54316748057942,1550.98341982146,0.460242960575831,0,0
229,376.165288197085,4.55355051020381,1550.97939049984,0.460025936300244,0,0
230,372.85260608836,4.56381970130261,1550.97199289349,0.456487719817129,0,0
231,369.502639029735,4.57397479714657,1550.98109431825,0.469495230106477,0,0
232,366.115722015126,4.58401554385883,1550.9723356827,0.464688974328716,0,0
233,362.69219373341,4.59394169042125,1550.96171433325,0.458065893000433,0,0
234,359.232396534563,4.60375298868068,1550.9625089666,0.462904272425851,0,0
235,355.736676395422,4.61344919335516,1550.95858971624,0.463073831294886,0,0
236,352.205382885088,4.6230300620401,1550.96815686391,0.476774432151404,0,0
237,348.638869129969,4.63249535521427,1550.95819915656,0.470994398403068,0,0
238,345.037491778468,4.64184483624583,1550.95312383793,0.470140545979367,0,0
239,341.40161096532,4.65107827139825,1550.95383291371,0.475114448464531,0,0
240,337.731590275575,4.66019542983613,1550.9502285617,0.475817847377566,0,0
241,334.027796708245,4.66919608363098,1550.95632532733,0.486264847650408,0,0
242,330.2906006396,4.67808000776693,1550.95205486178,0.486386655893391,0,0
243,326.520375786132,4.68684698014633,1550.948745942,0.48751160037478,0,0
244,322.717499167185,4.69549678159534,1550.94683822055,0.490078880953061,0,0
245,318.882351067252,4.70402919586936,1550.94245853066,0.490214874146586,0,0
246,315.015314997946,4.71244400965849,1550.93494348685,0.487255733849726,0,0
247,311.116777659652,4.72074101259281,1550.93980013543,0.496708041831312,0,0
248,307.187128902856,4.72891999724769,1550.93035150541,0.491894358706239,0,0
249,303.226761689157,4.73698075914894,1550.92642385926,0.492640474757753,0,0
250,299.236072051978,4.74492309677793,1550.92370082475,0.494629541818107,0,0
251,295.215459056956,4.75274681157663,1550.93066908569,0.506347764036721,0,0
252,291.165324762041,4.76045170795258,1550.92843924106,0.508905257072641,0,0
253,287.086074177286,4.76803759328377,1550.91191563,0.497205873154342,0,0
254,282.978115224351,4.77550427792346,1550.91710865094,0.507259520212278,0,0
255,278.841858695708,4.78285157520493,1550.91621230836,0.511259708731006,0,0
256,274.677718213563,4.79007930144612,1550.90896873788,0.508948076870455,0,0
257,270.486110188494,4.79718727595427,1550.91285871481,0.517804899051182,0,0
258,266.267453777811,4.80417532103036,1550.90732471562,0.517272147511223,0,0
259,262.022170843638,4.81104326197365,1550.90225325723,0.517235831615236,0,0
260,257.750685910732,4.81779092708596,1550.89716184471,0.517212945623988,0,0
261,253.453426124027,4.82441814767603,1550.90023259085,0.525385088284239,0,0
262,249.130821205919,4.83092475806367,1550.89796024042,0.528246487202137,0,0
263,244.7833034133,4.83731059558397,1550.89289470726,0.528346535912823,0,0
264,240.411307494324,4.84357550059133,1550.88615237178,0.526801091477608,0,0
265,236.015270644941,4.84971931646344,1550.88872853368,0.534604927268981,0,0
266,231.595632465173,4.85574188960522,1550.87633127211,0.527465593107962,0,0
267,227.152834915153,4.86164306945267,1550.87830023328,0.534722203031252,0,0
268,222.687322270936,4.8674227084766,1550.88124324033,0.542982045140815,0,0
269,218.199541080063,4.87308066218632,1550.86996721786,0.537051506202003,0,0
270,213.689940116915,4.8786167891333,1550.86332294076,0.535780820546037,0,0
271,209.158970337829,4.88403095091464,1550.87385815435,0.551717190249234,0,0
272,204.607084836009,4.88932301217658,1550.85947818148,0.542765392297011,0,0
273,200.03473879621,4.89449284061787,1550.8594662397,0.548208095779309,0,0
274,195.442389449226,4.89954030699307,1550.84975952183,0.543981942578918,0,0
275,190.830496026166,4.90446528511578,1550.85170969577,0.551438047163499,0,0
276,186.199519712528,4.9092676518618,1550.84907599827,0.554335090468721,0,0
277,181.549923602084,4.91394728717221,1550.84320872308,0.554022808047958,0,0
278,176.882172650571,4.91850407405638,1550.84123768256,0.557630451793059,0,0
279,172.196733629195,4.92293789859487,1550.84202835129,0.56402293358254,0,0
280,167.494075077952,4.9272486499423,1550.82536046159,0.552979420839686,0,0
281,162.77466725878,4.93143622033011,1550.82976248469,0.563027817777351,0,0
282,158.038982108527,4.93550050506925,1550.81511088634,0.554044021052786,0,0
283,153.287493191761,4.93944140255283,1550.82152025163,0.566142044669598,0,0
284,148.520675653416,4.9432588142586,1550.82732184204,0.577652577043818,0,0
285,143.739006171272,4.94695264475148,1550.81864629829,0.574705683941709,0,0
286,138.942962908293,4.95052280168589,1550.81015820953,0.571965377743335,0,0
287,134.133025464809,4.9539691958081,1550.80473528767,0.57230879176359,0,0
288,129.309674830555,4.95729174095843,1550.8052835159,0.578641328918527,0,0
289,124.473393336576,4.96049035407343,1550.80412498496,0.583284497971699,0,0
290,119.624664606991,4.96356495518794,1550.79509568257,0.58007370308295,0,0
291,114.763973510632,4.96651546743709,1550.79926105593,0.590073806334636,0,0
292,109.891806112558,4.96934181705822,1550.7832576091,0.579920725190696,0,0
293,105.00864962545,4.97204393339275,1550.77348267486,0.576011204378202,0,0
294,100.114992360885,4.9746217488879,1550.77585064168,0.584259042958348,0,0
295,95.2113236805135,4.97707519909843,1550.77470133924,0.589003479896751,0,0
296,90.2981339471165,4.9794042226882,1550.76992704394,0.590136199610141,0,0
297,85.3759144755727,4.98160876143175,1550.76363429106,0.589763144199175,0,0
298,80.4451574837279,4.98368876021572,1550.77062555145,0.602686190215484,0,0
299,75.5063560431719,4.98564416704025,1550.75191449657,0.589918413710268,0,0
300,70.5600040299336,4.98747493302027,1550.75358282014,0.597540912025377,0,0
301,65.6065960750919,4.98918101238673,1550.74723092653,0.597153492165094,0,0
302,60.6466275153149,4.99076236248774,1550.74573272027,0.601629460397266,0,0
303,55.6805943433248,4.99221894378962,1550.74078916461,0.602669180874025,0,0
304,50.7089931583009,4.99355071987791,1550.74252007923,0.610391873415634,0,0
305,45.7323211162184,4.99475765745829,1550.73092323604,0.604794709334896,0,0
306,40.7510758801346,4.99583972635738,1550.7280182522,0.607896704546648,0,0
307,35.7657555704216,4.99679689952351,1550.72861351854,0.614505648030008,0,0
308,30.7768587149566,4.9976291530274,1550.72950801033,0.621419912684486,0,0
309,25.7848841992673,4.99833646606275,1550.71079019574,0.608727363812977,0,0
310,20.7903312166452,4.99891882094678,1550.72503144055,0.628998763928842,0,0
311,15.7936992182269,4.99937620312066,1550.70760636383,0.617608128472207,0,0
312,10.795487863048,4.99970860114983,1550.71119877569,0.627238663632274,0,0
313,5.79619696807914,4.99991600672438,1550.70916673606,0.631247825161283,0,0
314,0.796326458243414,4.99999841465917,1550.70649070309,0.634615466884281,0,0
315,-4.20362368357431,4.99995582289402,1550.6932428976,0.627413205171774,0,0
316,-9.2031534665269,4.9997882324937,1550.69190445882,0.632121574748692,0,0
317,-14.2017629418019,4.99949564764798,1550.68692358126,0.633188165632155,0,0
318,-19.1989522526177,4.99907807567145,1550.6806595861,0.632971694569668,0,0
319,-24.1942216842071,4.99853552700341,1550.68099946492,0.639358548820054,0,0
320,-29.18707171379,4.99786801520753,1550.67738831048,0.641793217061011,0,0
321,-34.1770030605239,4.99707555697157,1550.66978945177,0.64023842438606,0,0
322,-39.1635167354326,4.99615817210695,1550.66817112118,0.644661799640982,0,0
323,-44.1461140913038,4.99511588354825,1550.67683848797,0.65936790888598,0,0
324,-49.1242968725543,4.99394871735262,1550.65939757239,0.647962169622968,0,0
325,-54.0975672650542,4.99265670269916,1550.65895590955,0.653551514683278,0,0
326,-59.0654279459089,4.99123987188816,1550.64906546028,0.649687303185887,0,0
327,-64.0273821331898,4.98969826034033,1550.64471790108,0.651360610497097,0,0
328,-68.9829336356136,4.98803190659587,1550.64161346042,0.654271064665332,0,0
329,-73.9315869021593,4.98624085231354,1550.64215686119,0.660822788868701,0,0
330,-78.8728470716243,4.98432514226959,1550.6313252235,0.655992304279937,0,0
331,-83.8062200221092,4.9822848243567,1550.62207480059,0.652735266074242,0,0
332,-88.7312124204303,4.98011994958268,1550.62762059546,0.664266080087201,0,0
333,-93.6473317714516,4.97783057206931,1550.62119638189,0.663817923914723,0,0
334,-98.5540864673349,4.9754167490509,1550.62081199487,0.669400037361365,0,0
335,-103.4509858367,4.9728785408729,1550.61587863747,0.670423029435895,0,0
336,-108.33754019369,4.97021601099038,1550.61515559778,0.675645595297834,0,0
337,-113.213260886942,4.96742922596645,1550.61207949806,0.678503765478179,0,0
338,-118.077660348448,4.96451825547059,1550.59702519732,0.669371808527266,0,0
339,-122.930252142319,4.96148317227692,1550.59212066611,0.670377105857582,0,0
340,-127.770551013416,4.95832405226234,1550.59835900136,0.68251216666531,0,0
341,-132.598072935887,4.95504097440471,1550.59349575557,0.683531957128305,0,0
342,-137.412335161562,4.95163402078079,1550.58339923396,0.679304197673502,0,0
343,-142.212856268231,4.94810327656425,1550.59042814212,0.69218701063215,0,0
344,-146.999156207784,4.94444883002351,1550.58056772525,0.688165059572676,0,0
345,-151.770756354215,4.94067077251954,1550.57719806039,0.690617841591187,0,0
346,-156.527179551485,4.93676919850358,1550.57414406598,0.693369696897873,0,0
347,-161.267950161239,4.93274420551479,1550.57275652199,0.697770829041554,0,0
348,-165.992594110367,4.92859589417777,1550.57283725252,0.70362248752851,0,0
349,-170.70063893841,4.92432436820009,1550.56015227906,0.696690121188719,0,0
350,-175.39161384481,4.91992973436968,1550.54907502478,0.691346582461148,0,0
351,-180.065049735984,4.91541210255216,1550.55908150851,0.707067321499785,0,0
352,-184.720479272239,4.91077158568809,1550.54568127808,0.699361319507774,0,0
353,-189.357436914499,4.90600829979015,1550.55286472291,0.712218401431052,0,0
354,-193.975458970865,4.90112236394023,1550.54004639454,0.705052556512037,0,0
355,-198.57408364298,4.89611390028648,1550.54682047694,0.717457408673871,0,0
356,-203.152851072208,4.89098303404022,1550.53172467946,0.707970109526395,0,0
357,-207.711303385623,4.88572989347286,1550.52660590316,0.708437004736243,0,0
358,-212.248984741791,4.88035460991262,1550.53339130454,0.720784697840648,0,0
359,-216.765441376359,4.87485731774132,1550.51825298734,0.711184742055249,0,0
360,-221.260221647426,4.86923815439098,1550.52495728697,0.723402924813682,0,0
361,-225.732876080712,4.86349726034038,1550.52025462083,0.724189118112839,0,0
362,-230.182957414499,4.85763477911158,1550.51388587201,0.723283662266812,0,0
363,-234.610020644364,4.8516508572663,1550.5094573608,0.724292337476853,0,0
364,-239.013623067671,4.84554564440228,1550.51804353398,0.738289053170302,0,0
365,-243.39332432785,4.83931929314953,1550.50249844159,0.728127324822857,0,0
366,-247.748686458422,4.83297195916649,1550.5000644469,0.73104898401281,0,0
367,-252.079273926806,4.82650380113619,1550.49299438593,0.729306337946933,0,0
368,-256.384653677862,4.81991498076224,1550.4903220861,0.731932688178113,0,0
369,-260.664395177203,4.81320566276481,1550.48820194179,0.735081906242392,0,0
370,-264.918070454247,4.8063760148765,1550.4964281075,0.748547626852741,0,0
